id_vente,date,heure,id_produit,nom_produit,prix_produit,categorie_produit,quantite,pays,ville,methode_paiement,statut_commande,satisfaction_client
V006397,2023-07-31,12:42:00,P014,Appareil photo numérique,349.99,Électronique,5,France,Ville_10_France,Virement bancaire,Expédiée,1
V006398,2023-09-23,09:45:00,P015,Mixeur,34.99,Électroménager,4,France,Ville_1_France,Carte de crédit,Annulée,2
V006399,2023-01-29,13:42:00,P010,Montre connectée,129.99,Électronique,3,France,Ville_5_France,Apple Pay,En cours de traitement,3
V006400,2023-07-16,14:31:00,P011,Roman bestseller,14.99,Livres,2,France,Ville_10_France,PayPal,Expédiée,3
V006401,2023-11-26,22:57:00,P014,Appareil photo numérique,349.99,Électronique,3,Royaume-Uni,Ville_42_Royaume-Uni,Carte de crédit,Expédiée,5
V006402,2023-04-06,11:52:00,P014,Appareil photo numérique,349.99,Électronique,2,France,Ville_30_France,Google Pay,Annulée,5
V006403,2023-06-24,01:40:00,P001,Smartphone,499.99,Catégorie Invalide,2,France,Ville_46_France,Virement bancaire,Livrée,4
V006404,2023-05-26,10:18:00,P005,T-shirt,19.99,Vêtements,5,France,Ville_47_France,Carte de crédit,En cours de traitement,1
V006405,2023-10-28,21:08:00,P018,Parfum,69.99,Beauté,1,France,Ville_3_France,Google Pay,Livrée,4
V006406,2023-09-23,05:35:00,P015,Mixeur,34.99,Électroménager,4,France,Ville_27_France,Virement bancaire,Livrée,4
V006407,2023-08-08,09:08:00,P003,Livre de cuisine,24.99,Livres,2,Allemagne,Ville_27_Allemagne,Carte de crédit,Annulée,1
V006408,2023-11-06,18:31:00,P008,Chaussures de sport,89.99,Vêtements,1,France,Ville_40_France,Apple Pay,Expédiée,1
V006409,2023-06-13,13:07:00,P005,T-shirt,19.99,Vêtements,2,Espagne,Ville_48_Espagne,Virement bancaire,Annulée,1
V006410,2023-07-06,08:23:00,P008,Chaussures de sport,89.99,Vêtements,4,Allemagne,Ville_2_Allemagne,Google Pay,Expédiée,3
V006411,2023-12-07,00:39:00,P014,Appareil photo numérique,349.99,Électronique,3,Belgique,Ville_17_Belgique,Carte de crédit,En cours de traitement,3
V006412,2023-09-08,08:26:00,P017,Stylo de luxe,49.99,Papeterie,3,France,Ville_50_France,Apple Pay,En cours de traitement,1
V006413,2023-07-01,09:43:00,P014,Appareil photo numérique,349.99,Électronique,2,Espagne,Ville_20_Espagne,PayPal,Annulée,3
V006414,2023-07-24,00:34:00,P018,Parfum,69.99,Beauté,2,Royaume-Uni,Ville_9_Royaume-Uni,Google Pay,En cours de traitement,5
V006415,2023-03-30,03:17:00,P007,Tablette,299.99,Électronique,1,France,Ville_10_France,Virement bancaire,En cours de traitement,5
V006416,2023-04-16,11:28:00,P006,Machine à café,79.99,Électroménager,1,Italie,Ville_2_Italie,Google Pay,Expédiée,2
V006417,2023-06-05,23:32:00,P004,Casque audio sans fil,149.99,Électronique,2,France,Ville_9_France,Apple Pay,Livrée,2
V006418,2023-02-02,03:06:00,P018,Parfum,69.99,Beauté,5,Espagne,Ville_15_Espagne,Apple Pay,Livrée,1
V006419,2023-12-14,13:25:00,P006,Machine à café,79.99,Électroménager,3,France,Ville_21_France,PayPal,Expédiée,2
V006420,2023-10-26,13:56:00,P017,Stylo de luxe,49.99,Papeterie,4,France,Ville_41_France,PayPal,Expédiée,2
V006421,2023-02-24,22:34:00,P016,Tapis de yoga,29.99,Sport,3,France,Ville_42_France,Carte de crédit,En cours de traitement,3
V006422,2023-07-16,09:14:00,P010,Montre connectée,129.99,Électronique,5,Royaume-Uni,Ville_41_Royaume-Uni,Apple Pay,En cours de traitement,5
V006423,2023-09-17,09:05:00,P011,Roman bestseller,14.99,Livres,3,France,Ville_7_France,Apple Pay,En cours de traitement,4
V006424,2023-09-09,17:58:00,P015,Mixeur,34.99,Électroménager,4,Pays-Bas,Ville_4_Pays-Bas,Google Pay,Expédiée,2
V006425,2023-09-12,01:30:00,P006,Machine à café,79.99,Électroménager,4,Espagne,Ville_20_Espagne,Carte de crédit,Livrée,5
V006426,2023-06-04,21:41:00,P020,Jeu de société,29.99,Loisirs,1,Italie,Ville_6_Italie,PayPal,Livrée,5
V006427,2023-04-26,15:29:00,P017,Stylo de luxe,49.99,Papeterie,1,Allemagne,Ville_10_Allemagne,Apple Pay,Expédiée,3
V006428,2023-01-13,19:05:00,P006,Machine à café,79.99,Électroménager,4,France,Ville_42_France,Google Pay,Livrée,2
V006429,2023-07-06,07:07:00,P010,Montre connectée,129.99,Électronique,4,France,Ville_30_France,Apple Pay,En cours de traitement,5
V006430,2023-07-25,20:46:00,P016,Tapis de yoga,29.99,Sport,2,France,Ville_21_France,Apple Pay,Annulée,4
V006431,2023-05-21,20:39:00,P010,Montre connectée,129.99,Électronique,5,France,Ville_35_France,Virement bancaire,Annulée,4
V006432,2023-01-08,05:55:00,P015,Mixeur,34.99,Électroménager,5,France,Ville_35_France,PayPal,Expédiée,3
V006433,2023-04-20,20:03:00,P011,Roman bestseller,14.99,Livres,4,France,Ville_22_France,Carte de crédit,En cours de traitement,5
V006434,2023-01-25,07:29:00,P011,Roman bestseller,14.99,Livres,3,France,Ville_36_France,Apple Pay,Expédiée,4
V006435,2023-01-22,03:43:00,P017,Stylo de luxe,49.99,Papeterie,5,Allemagne,Ville_6_Allemagne,Apple Pay,Livrée,4
V006436,2023-12-01,00:56:00,P001,Smartphone,499.99,Électronique,4,France,Ville_19_France,Virement bancaire,Livrée,2
V006437,2023-04-09,07:44:00,P018,Parfum,69.99,Beauté,1,Allemagne,Ville_7_Allemagne,PayPal,Expédiée,4
V006438,2023-07-09,00:35:00,P007,Tablette,299.99,Électronique,1,Suisse,Ville_8_Suisse,Google Pay,Livrée,3
V006439,2023-08-19,10:17:00,P017,Stylo de luxe,49.99,Papeterie,2,France,Ville_39_France,Apple Pay,En cours de traitement,4
V006440,2023-05-26,13:54:00,P002,Ordinateur portable,899.99,Électronique,5,Royaume-Uni,Ville_7_Royaume-Uni,Google Pay,Expédiée,4
V006441,2023-05-31,21:29:00,P013,Sac à dos,39.99,Accessoires,3,France,Ville_35_France,Carte de crédit,Livrée,2
V006442,2023-02-07,07:06:00,P009,Aspirateur robot,199.99,Électroménager,4,Allemagne,Ville_35_Allemagne,Apple Pay,En cours de traitement,5
V006443,2023-10-01,05:45:00,P020,Jeu de société,29.99,Loisirs,4,Belgique,Ville_12_Belgique,Carte de crédit,En cours de traitement,5
V006444,2023-05-14,16:10:00,P003,Livre de cuisine,24.99,Livres,5,France,Ville_14_France,Carte de crédit,Livrée,3
V006445,2023-07-24,16:08:00,P010,Montre connectée,129.99,Électronique,4,Espagne,Ville_3_Espagne,Google Pay,En cours de traitement,5
V006446,2023-09-20,03:19:00,P020,Jeu de société,29.99,Loisirs,2,Italie,Ville_22_Italie,PayPal,En cours de traitement,4
V006447,2023-07-26,23:47:00,P011,Roman bestseller,14.99,Livres,5,France,Ville_21_France,Virement bancaire,En cours de traitement,2
V006448,2023-01-14,15:07:00,P013,Sac à dos,39.99,Accessoires,3,Royaume-Uni,Ville_8_Royaume-Uni,PayPal,Annulée,3
V006449,2023-12-09,00:27:00,P002,Ordinateur portable,899.99,Électronique,3,Espagne,Ville_28_Espagne,Google Pay,Expédiée,4
V006450,2023-10-08,11:50:00,P011,Roman bestseller,14.99,Livres,4,Allemagne,Ville_16_Allemagne,Virement bancaire,Expédiée,1
V006451,2023-07-08,06:15:00,P007,Tablette,299.99,Électronique,1,France,Ville_6_France,Apple Pay,En cours de traitement,4
V006452,2023-02-22,15:14:00,P019,Couverture chauffante,44.99,Maison,4,France,Ville_13_France,Google Pay,Expédiée,2
V006453,2023-05-13,11:48:00,P004,Casque audio sans fil,149.99,Électronique,1,Allemagne,Ville_7_Allemagne,Apple Pay,Livrée,3
V006454,2023-08-09,03:15:00,P010,Montre connectée,129.99,Électronique,3,France,Ville_19_France,PayPal,En cours de traitement,4
V006455,2023-01-11,18:33:00,P004,Casque audio sans fil,149.99,Électronique,4,France,Ville_24_France,PayPal,Expédiée,2
V006456,2023-06-30,15:17:00,P012,Enceinte Bluetooth,59.99,Électronique,4,France,Ville_21_France,Carte de crédit,En cours de traitement,10
V006457,2023-01-03,18:05:00,P013,Sac à dos,39.99,Accessoires,4,Allemagne,Ville_38_Allemagne,Carte de crédit,Expédiée,2
V006458,2023-05-10,04:57:00,P020,Jeu de société,29.99,Loisirs,5,France,Ville_8_France,PayPal,Annulée,4
V006459,2023-11-07,07:42:00,P016,Tapis de yoga,29.99,Sport,2,Royaume-Uni,Ville_1_Royaume-Uni,Carte de crédit,Annulée,5
V006460,2023-03-28,07:45:00,P006,Machine à café,79.99,Électroménager,2,Royaume-Uni,Ville_40_Royaume-Uni,Apple Pay,Annulée,1
V006461,2023-12-06,08:36:00,P018,Parfum,69.99,Beauté,1,Pays-Bas,Ville_25_Pays-Bas,Google Pay,Livrée,1
V006462,2023-06-17,03:40:00,P004,Casque audio sans fil,149.99,Électronique,1,France,Ville_46_France,PayPal,Livrée,4
V006463,2023-12-19,00:55:00,P014,Appareil photo numérique,-349.99,Électronique,3,France,Ville_21_France,Google Pay,En cours de traitement,4
V006464,2023-10-05,01:08:00,P011,Roman bestseller,-14.99,Livres,3,France,Ville_43_France,Apple Pay,Livrée,4
V006465,2023-11-16,12:35:00,P011,Roman bestseller,14.99,Livres,4,Espagne,Ville_34_Espagne,Apple Pay,Livrée,4
V006466,2023-09-15,01:18:00,P008,Chaussures de sport,89.99,Vêtements,5,France,Ville_30_France,PayPal,Expédiée,1
V006467,2023-04-15,05:18:00,P010,Montre connectée,129.99,Électronique,1,France,Ville_18_France,Google Pay,Livrée,3
V006468,2023-03-26,03:42:00,P020,Jeu de société,29.99,Loisirs,1,Pays-Bas,Ville_28_Pays-Bas,Apple Pay,Livrée,3
V006469,2023-08-13,09:28:00,P006,Machine à café,79.99,Électroménager,2,France,Ville_32_France,Apple Pay,Expédiée,2
X006470,2023-12-25,04:58:00,P007,Tablette,299.99,Électronique,2,Pays-Bas,Ville_36_Pays-Bas,Google Pay,En cours de traitement,4
V006471,2023-09-18,09:38:00,P006,Machine à café,79.99,Électroménager,2,France,Ville_22_France,PayPal,Expédiée,4
V006472,2023-11-14,19:49:00,P001,Smartphone,499.99,Électronique,5,France,Ville_45_France,Apple Pay,En cours de traitement,4
V006473,2023-05-15,19:02:00,P013,Sac à dos,39.99,Accessoires,2,Espagne,Ville_12_Espagne,PayPal,Livrée,1
V006474,2023-07-12,17:11:00,P007,Tablette,299.99,Électronique,3,Italie,Ville_13_Italie,PayPal,Expédiée,4
V006475,2023-10-28,16:55:00,P011,Roman bestseller,14.99,Livres,3,Autriche,Ville_32_Autriche,Apple Pay,Expédiée,1
V006476,2023-08-03,02:42:00,P002,Ordinateur portable,899.99,Électronique,1,France,Ville_33_France,Google Pay,Annulée,2
V006477,2023-08-25,09:21:00,P015,Mixeur,34.99,Électroménager,3,France,Ville_47_France,PayPal,Expédiée,3
V006478,2023-12-24,05:05:00,P008,Chaussures de sport,89.99,Vêtements,4,Italie,Ville_23_Italie,PayPal,Annulée,2
V006479,2023-06-13,04:49:00,P002,Ordinateur portable,899.99,Électronique,3,Belgique,Ville_40_Belgique,Carte de crédit,Expédiée,3
V006480,2023-09-26,02:55:00,P010,Montre connectée,129.99,Électronique,3,France,Ville_23_France,Apple Pay,Expédiée,3
V006481,2023-06-25,02:15:00,P001,Smartphone,499.99,Électronique,2,France,Ville_27_France,Google Pay,Livrée,4
V006482,2023-02-17,23:23:00,P001,Smartphone,499.99,Électronique,4,France,Ville_8_France,PayPal,Livrée,2
V006483,2023-10-14,22:15:00,P006,Machine à café,79.99,Électroménager,4,Autriche,Ville_47_Autriche,Google Pay,En cours de traitement,3
V006484,2023-04-12,18:34:00,P009,Aspirateur robot,199.99,Électroménager,3,Pays-Bas,Ville_47_Pays-Bas,PayPal,Livrée,1
V006485,2023-09-16,21:28:00,P004,Casque audio sans fil,149.99,Électronique,4,Allemagne,Ville_30_Allemagne,Apple Pay,Livrée,2
V006486,2023-08-10,13:50:00,P004,Casque audio sans fil,149.99,Électronique,2,France,Ville_28_France,Carte de crédit,Livrée,5
V006487,2023-03-18,07:40:00,P017,Stylo de luxe,49.99,Papeterie,1,Allemagne,Ville_45_Allemagne,Carte de crédit,Expédiée,1
V006488,2023-04-13,00:34:00,P019,Couverture chauffante,44.99,Catégorie Invalide,3,Espagne,Ville_44_Espagne,Virement bancaire,En cours de traitement,2
V006489,2023-09-25,11:08:00,P012,Enceinte Bluetooth,59.99,Électronique,2,France,Ville_12_France,Google Pay,Livrée,1
V006490,2023-11-29,03:53:00,P009,Aspirateur robot,199.99,Électroménager,2,France,Ville_26_France,Carte de crédit,En cours de traitement,5
V006491,2023-08-09,04:44:00,P019,Couverture chauffante,44.99,Maison,3,France,Ville_22_France,PayPal,Expédiée,5
V006492,2023-10-05,23:53:00,P020,Jeu de société,29.99,Loisirs,4,France,Ville_44_France,PayPal,Annulée,4
V006493,2023-08-07,20:19:00,P014,Appareil photo numérique,349.99,Électronique,3,France,Ville_20_France,Virement bancaire,Expédiée,4
X006494,2023-05-27,09:42:00,P012,Enceinte Bluetooth,59.99,Électronique,5,France,Ville_25_France,Virement bancaire,En cours de traitement,2
V006495,2023-12-18,02:44:00,P007,Tablette,299.99,Électronique,2,Pays Inconnu,Ville_15_France,Carte de crédit,Livrée,1
V006496,2023-10-18,13:44:00,P002,Ordinateur portable,899.99,Électronique,1,Belgique,Ville_33_Belgique,Virement bancaire,Livrée,2
V006497,2023-11-06,14:10:00,P014,Appareil photo numérique,349.99,Électronique,2,Italie,Ville_50_Italie,PayPal,Annulée,1
V006498,2023-03-29,11:46:00,P017,Stylo de luxe,49.99,Papeterie,4,France,Ville_39_France,Apple Pay,Expédiée,1
V006499,2023-09-28,05:48:00,P020,Jeu de société,29.99,Loisirs,5,France,Ville_23_France,Apple Pay,En cours de traitement,3
V006500,2023-10-30,15:29:00,P005,T-shirt,19.99,Vêtements,4,Pays Inconnu,Ville_46_France,Google Pay,En cours de traitement,2
V006501,2023-03-26,00:31:00,P004,Casque audio sans fil,149.99,Électronique,2,France,Ville_30_France,Google Pay,Livrée,4
V006502,2023-06-06,13:38:00,P012,Enceinte Bluetooth,59.99,Électronique,2,Allemagne,Ville_45_Allemagne,PayPal,Annulée,1
V006503,2023-09-23,23:37:00,P010,Montre connectée,129.99,Électronique,2,France,Ville_36_France,Carte de crédit,Livrée,3
V006504,2023-06-01,12:42:00,P008,Chaussures de sport,89.99,Vêtements,1,France,Ville_11_France,Carte de crédit,Annulée,10
V006505,2023-06-23,13:50:00,P003,Livre de cuisine,24.99,Livres,5,Allemagne,Ville_24_Allemagne,Apple Pay,Expédiée,2
V006506,2023-08-11,00:25:00,P003,Livre de cuisine,24.99,Livres,1,France,Ville_2_France,Apple Pay,Annulée,2
V006507,2023-04-28,18:46:00,P014,Appareil photo numérique,349.99,Électronique,2,France,Ville_18_France,PayPal,Annulée,4
V006508,2023-08-15,19:43:00,P009,Aspirateur robot,-199.99,Électroménager,3,France,Ville_21_France,Apple Pay,Livrée,1
V006509,2023-12-29,11:10:00,P015,Mixeur,34.99,Électroménager,2,France,Ville_28_France,Carte de crédit,En cours de traitement,1
V006510,2023-10-26,09:35:00,P016,Tapis de yoga,29.99,Sport,4,France,Ville_41_France,PayPal,Annulée,1
V006511,2023-01-30,16:10:00,P005,T-shirt,19.99,Vêtements,1,France,Ville_40_France,PayPal,Expédiée,5
V006512,2023-10-21,17:59:00,P008,Chaussures de sport,89.99,Vêtements,1,France,Ville_48_France,Virement bancaire,Livrée,3
V006513,2023-05-28,05:37:00,P019,Couverture chauffante,44.99,Maison,2,Royaume-Uni,Ville_36_Royaume-Uni,Apple Pay,Expédiée,2
V006514,2023-09-23,11:41:00,P016,Tapis de yoga,29.99,Sport,2,Royaume-Uni,Ville_6_Royaume-Uni,Apple Pay,Annulée,1
V006515,2023-04-24,06:28:00,P013,Sac à dos,39.99,Accessoires,4,Espagne,Ville_41_Espagne,Virement bancaire,En cours de traitement,5
V006516,2023-05-29,12:15:00,P016,Tapis de yoga,29.99,Sport,4,Belgique,Ville_27_Belgique,PayPal,Expédiée,1
V006517,2023-10-17,21:15:00,P015,Mixeur,34.99,Électroménager,5,Pays Inconnu,Ville_27_France,PayPal,En cours de traitement,1
V006518,2023-06-18,04:16:00,P020,Jeu de société,29.99,Loisirs,2,France,Ville_11_France,Google Pay,Livrée,1
V006519,2023-05-22,13:40:00,P005,T-shirt,19.99,Vêtements,4,France,Ville_45_France,Carte de crédit,Annulée,3
V006520,2023-07-21,16:46:00,P010,Montre connectée,129.99,Électronique,2,France,Ville_20_France,Google Pay,En cours de traitement,2
V006521,2023-09-17,03:55:00,P014,Appareil photo numérique,349.99,Électronique,3,Allemagne,Ville_19_Allemagne,Virement bancaire,Annulée,1
V006522,2023-06-05,15:41:00,P020,Jeu de société,29.99,Loisirs,5,Suisse,Ville_19_Suisse,Apple Pay,En cours de traitement,1
V006523,2023-06-03,19:49:00,P013,Sac à dos,39.99,Accessoires,5,France,Ville_25_France,Apple Pay,Annulée,1
V006524,2023-02-22,01:44:00,P013,Sac à dos,39.99,Accessoires,5,France,Ville_32_France,Apple Pay,Annulée,1
V006525,2023-05-12,07:39:00,P019,Couverture chauffante,44.99,Maison,1,France,Ville_38_France,Virement bancaire,Livrée,4
V006526,2023-06-01,10:13:00,P003,Livre de cuisine,24.99,Livres,4,France,Ville_48_France,Apple Pay,En cours de traitement,1
V006527,2023-08-30,23:48:00,P007,Tablette,299.99,Électronique,2,France,Ville_29_France,Google Pay,Livrée,4
V006528,2023-07-03,14:57:00,P019,Couverture chauffante,44.99,Maison,2,Espagne,Ville_35_Espagne,Apple Pay,Annulée,5
V006529,2023-07-05,09:28:00,P015,Mixeur,34.99,Électroménager,3,France,Ville_31_France,Apple Pay,Annulée,10
V006530,2023-09-11,18:15:00,P003,Livre de cuisine,24.99,Livres,4,Royaume-Uni,Ville_7_Royaume-Uni,PayPal,Expédiée,4
V006531,2023-11-29,11:50:00,P001,Smartphone,499.99,Électronique,2,France,Ville_25_France,PayPal,Livrée,2
V006532,2023-11-20,20:11:00,P019,Couverture chauffante,44.99,Maison,4,Pays Inconnu,Ville_44_France,Google Pay,En cours de traitement,1
V006533,2023-05-13,05:48:00,P015,Mixeur,34.99,Électroménager,2,France,Ville_26_France,Google Pay,Livrée,1
V006534,2023-09-23,21:54:00,P016,Tapis de yoga,29.99,Sport,5,France,Ville_13_France,Apple Pay,Expédiée,1
V006535,2023-01-20,19:31:00,P009,Aspirateur robot,-199.99,Électroménager,1,Royaume-Uni,Ville_28_Royaume-Uni,Virement bancaire,Expédiée,3
V006536,2023-10-15,06:09:00,P005,T-shirt,19.99,Vêtements,4,Espagne,Ville_12_Espagne,Google Pay,Livrée,4
V006537,2023-05-25,22:10:00,P018,Parfum,69.99,Beauté,5,Pays Inconnu,Ville_4_France,Google Pay,Livrée,1
V006538,2023-08-01,11:49:00,P015,Mixeur,34.99,Électroménager,2,Italie,Ville_6_Italie,Virement bancaire,Livrée,1
V006539,2023-12-27,02:34:00,P015,Mixeur,-34.99,Électroménager,1,Allemagne,Ville_31_Allemagne,Carte de crédit,Annulée,3
V006540,2023-08-29,07:47:00,P001,Smartphone,499.99,Électronique,2,Royaume-Uni,Ville_7_Royaume-Uni,PayPal,En cours de traitement,4
V006541,2023-12-20,05:16:00,P007,Tablette,299.99,Électronique,4,France,Ville_20_France,Apple Pay,Livrée,1
V006542,2023-09-19,15:59:00,P012,Enceinte Bluetooth,59.99,Électronique,4,France,Ville_9_France,PayPal,Annulée,5
V006543,2023-07-14,11:31:00,P014,Appareil photo numérique,349.99,Électronique,4,Pays-Bas,Ville_8_Pays-Bas,Virement bancaire,Expédiée,2
V006544,2023-10-14,09:03:00,P006,Machine à café,79.99,Électroménager,3,France,Ville_28_France,Virement bancaire,Livrée,3
V006545,2023-05-23,03:31:00,P012,Enceinte Bluetooth,59.99,Électronique,5,Allemagne,Ville_48_Allemagne,PayPal,Expédiée,1
V006546,2023-01-31,09:06:00,P010,Montre connectée,129.99,Électronique,1,France,Ville_28_France,Carte de crédit,Annulée,4
V006547,2023-04-04,22:39:00,P016,Tapis de yoga,29.99,Catégorie Invalide,3,France,Ville_19_France,Virement bancaire,Livrée,3
V006548,2023-06-15,07:21:00,P003,Livre de cuisine,24.99,Livres,2,Suisse,Ville_2_Suisse,Apple Pay,Livrée,1
V006549,2023-04-25,23:53:00,P005,T-shirt,19.99,Vêtements,3,Belgique,Ville_46_Belgique,PayPal,Livrée,10
V006550,2023-07-28,15:36:00,P003,Livre de cuisine,24.99,Livres,4,Allemagne,Ville_1_Allemagne,Carte de crédit,Livrée,3
V006551,2023-10-16,15:08:00,P018,Parfum,69.99,Beauté,2,Italie,Ville_30_Italie,PayPal,En cours de traitement,4
V006552,2023-12-12,07:25:00,P005,T-shirt,19.99,Vêtements,4,Royaume-Uni,Ville_42_Royaume-Uni,PayPal,En cours de traitement,5
V006553,2023-02-08,02:44:00,P012,Enceinte Bluetooth,59.99,Électronique,1,France,Ville_29_France,Carte de crédit,Livrée,3
V006554,2023-02-19,01:23:00,P019,Couverture chauffante,44.99,Maison,3,Pays-Bas,Ville_18_Pays-Bas,Carte de crédit,En cours de traitement,5
V006555,2023-06-01,03:37:00,P018,Parfum,69.99,Beauté,3,France,Ville_45_France,PayPal,Expédiée,1
V006556,2023-02-23,11:33:00,P015,Mixeur,34.99,Électroménager,3,Allemagne,Ville_26_Allemagne,Apple Pay,En cours de traitement,3
V006557,2023-05-07,19:14:00,P013,Sac à dos,39.99,Accessoires,1,Allemagne,Ville_22_Allemagne,Carte de crédit,Expédiée,4
V006558,2023-02-07,09:20:00,P001,Smartphone,499.99,Électronique,1,France,Ville_25_France,Carte de crédit,En cours de traitement,5
V006559,2023-10-17,17:30:00,P011,Roman bestseller,14.99,Livres,4,France,Ville_33_France,PayPal,Expédiée,5
V006560,2023-04-27,15:32:00,P017,Stylo de luxe,49.99,Papeterie,4,France,Ville_35_France,Google Pay,En cours de traitement,4
V006561,2023-09-24,01:04:00,P008,Chaussures de sport,89.99,Vêtements,3,Pays-Bas,Ville_48_Pays-Bas,Carte de crédit,En cours de traitement,2
V006562,2023-09-06,13:15:00,P003,Livre de cuisine,24.99,Livres,3,Royaume-Uni,Ville_5_Royaume-Uni,Apple Pay,Livrée,4
V006563,2023-10-29,19:38:00,P006,Machine à café,79.99,Électroménager,3,France,Ville_8_France,Virement bancaire,Annulée,1
V006564,2023-03-22,03:15:00,P014,Appareil photo numérique,349.99,Électronique,3,Royaume-Uni,Ville_9_Royaume-Uni,Carte de crédit,En cours de traitement,5
V006565,2023-10-23,14:35:00,P015,Mixeur,34.99,Électroménager,4,Espagne,Ville_19_Espagne,Virement bancaire,En cours de traitement,5
V006566,2023-11-18,03:04:00,P006,Machine à café,79.99,Électroménager,3,Espagne,Ville_36_Espagne,Google Pay,Expédiée,10
V006567,2023-11-13,18:43:00,P002,Ordinateur portable,899.99,Électronique,5,Belgique,Ville_8_Belgique,PayPal,Livrée,2
V006568,2023-10-28,15:19:00,P015,Mixeur,34.99,Électroménager,1,Allemagne,Ville_46_Allemagne,Virement bancaire,Expédiée,1
V006569,2023-10-19,05:36:00,P010,Montre connectée,129.99,Électronique,5,Royaume-Uni,Ville_48_Royaume-Uni,PayPal,Expédiée,3
V006570,2023-11-17,22:14:00,P015,Mixeur,34.99,Électroménager,1,France,Ville_42_France,Carte de crédit,En cours de traitement,2
V006571,2023-07-21,20:42:00,P005,T-shirt,19.99,Vêtements,4,France,Ville_38_France,Google Pay,En cours de traitement,1
V006572,2023-11-07,11:24:00,P005,T-shirt,19.99,Vêtements,1,France,Ville_34_France,Apple Pay,Expédiée,1
V006573,2023-06-12,23:06:00,P009,Aspirateur robot,199.99,Électroménager,5,France,Ville_33_France,Apple Pay,En cours de traitement,5
V006574,2023-06-23,22:16:00,P001,Smartphone,499.99,Électronique,1,France,Ville_34_France,Virement bancaire,Expédiée,3
V006575,2023-05-05,11:02:00,P015,Mixeur,34.99,Électroménager,1,France,Ville_3_France,Virement bancaire,Annulée,2
V006576,2023-09-09,00:48:00,P014,Appareil photo numérique,349.99,Électronique,3,France,Ville_29_France,Apple Pay,Expédiée,2
V006577,2023-12-30,02:55:00,P012,Enceinte Bluetooth,59.99,Électronique,4,France,Ville_13_France,Apple Pay,Livrée,3
V006578,2023-10-17,09:26:00,P017,Stylo de luxe,49.99,Papeterie,4,France,Ville_6_France,Virement bancaire,Expédiée,3
V006579,2023-03-27,16:50:00,P007,Tablette,299.99,Électronique,3,France,Ville_14_France,Apple Pay,Livrée,4
V006580,2023-10-06,17:12:00,P010,Montre connectée,129.99,Électronique,5,France,Ville_40_France,PayPal,Livrée,4
V006581,2023-08-17,02:55:00,P006,Machine à café,79.99,Électroménager,3,Espagne,Ville_36_Espagne,Apple Pay,En cours de traitement,3
V006582,2023-04-20,12:33:00,P019,Couverture chauffante,44.99,Maison,2,France,Ville_17_France,Carte de crédit,En cours de traitement,2
V006583,2023-01-08,16:13:00,P009,Aspirateur robot,199.99,Électroménager,2,France,Ville_4_France,Virement bancaire,Livrée,4
V006584,2023-01-30,12:10:00,P020,Jeu de société,29.99,Loisirs,4,Pays Inconnu,Ville_21_France,Apple Pay,En cours de traitement,1
V006585,2023-09-05,16:39:00,P003,Livre de cuisine,24.99,Livres,1,France,Ville_7_France,Carte de crédit,En cours de traitement,5
V006586,2023-06-29,05:43:00,P012,Enceinte Bluetooth,59.99,Électronique,5,France,Ville_20_France,Carte de crédit,Livrée,1
V006587,2023-05-13,14:25:00,P020,Jeu de société,29.99,Loisirs,5,Allemagne,Ville_23_Allemagne,Google Pay,En cours de traitement,3
V006588,2023-03-13,20:17:00,P012,Enceinte Bluetooth,59.99,Électronique,4,France,Ville_43_France,PayPal,Livrée,5
V006589,2023-12-12,21:30:00,P019,Couverture chauffante,44.99,Maison,4,France,Ville_50_France,Google Pay,En cours de traitement,3
V006590,2023-10-24,21:42:00,P001,Smartphone,499.99,Électronique,3,Pays Inconnu,Ville_8_Italie,Google Pay,Expédiée,4
V006591,2023-05-28,18:59:00,P013,Sac à dos,39.99,Accessoires,2,Allemagne,Ville_44_Allemagne,Virement bancaire,En cours de traitement,2
X006592,2023-07-04,22:28:00,P002,Ordinateur portable,899.99,Électronique,4,France,Ville_33_France,Virement bancaire,Expédiée,2
V006593,2023-04-12,00:13:00,P014,Appareil photo numérique,-349.99,Électronique,5,Allemagne,Ville_25_Allemagne,Apple Pay,Expédiée,5
V006594,2023-08-25,08:50:00,P011,Roman bestseller,14.99,Livres,1,France,Ville_5_France,Virement bancaire,Expédiée,5
V006595,2023-06-15,06:12:00,P003,Livre de cuisine,24.99,Livres,2,Allemagne,Ville_23_Allemagne,PayPal,Expédiée,5
V006596,2023-02-11,22:55:00,P013,Sac à dos,39.99,Accessoires,4,Allemagne,Ville_4_Allemagne,PayPal,Annulée,5
V006597,2023-11-10,18:49:00,P002,Ordinateur portable,899.99,Électronique,2,France,Ville_8_France,Virement bancaire,Expédiée,4
V006598,2023-07-24,18:44:00,P020,Jeu de société,29.99,Loisirs,4,France,Ville_38_France,Apple Pay,Expédiée,2
V006599,2023-01-01,15:12:00,P012,Enceinte Bluetooth,59.99,Électronique,2,France,Ville_43_France,Carte de crédit,En cours de traitement,4
V006600,2023-12-22,11:01:00,P013,Sac à dos,39.99,Accessoires,1,France,Ville_22_France,Virement bancaire,En cours de traitement,5
V006601,2023-02-26,21:13:00,P014,Appareil photo numérique,349.99,Électronique,2,Allemagne,Ville_22_Allemagne,Apple Pay,Annulée,4
